,lgbm_net,rf_net,lr_net,buy_and_hold
2023-01-23 00:00:00+00:00,0.42962369808631395,1.536328475464372,0.7783786409243777,0.710084972438732
2023-01-24 00:00:00+00:00,0.42426678476846263,1.5171722266180714,0.7686731546430761,0.7012310296450575
2023-01-25 00:00:00+00:00,0.42426678476846263,1.5171722266180714,0.7833893487524911,0.7146560489597925
2023-01-26 00:00:00+00:00,0.42534674193635535,1.5171722266180714,0.7813952568914048,0.712836915456157
2023-01-27 00:00:00+00:00,0.42656905051269006,1.5171722266180714,0.7836407334164102,0.714885377544578
2023-01-28 00:00:00+00:00,0.42560562726265927,1.5171722266180714,0.7818708494988189,0.7132707803462915
2023-01-29 00:00:00+00:00,0.42560562726265927,1.5171722266180714,0.8064793698424485,0.7357201893758256
2023-01-30 00:00:00+00:00,0.40910510202361217,1.458352189913427,0.7752125529950208,0.7071966718844077
2023-01-31 00:00:00+00:00,0.4144744059231066,1.4774923474460662,0.7853868377036308,0.7164782814983578
2023-02-01 00:00:00+00:00,0.4144744059231066,1.4774923474460662,0.8061294695669939,0.7354009887780838
2023-02-02 00:00:00+00:00,0.41033664836882155,1.4774923474460662,0.7980817632315358,0.728059375030021
2023-02-03 00:00:00+00:00,0.4115313407145923,1.4774923474460662,0.7957581536353124,0.7259396351382208
2023-02-04 00:00:00+00:00,0.4115313407145923,1.4774923474460662,0.7922897246912419,0.7227755204751679
2023-02-05 00:00:00+00:00,0.40458972916883323,1.4774923474460662,0.7789255724229042,0.7105839170623868
2023-02-06 00:00:00+00:00,0.40156358178678525,1.4664413758645456,0.7730995629820807,0.7052690721582383
2023-02-07 00:00:00+00:00,0.40996974279441006,1.4664413758645456,0.7892832999943737,0.7200328745625314
2023-02-08 00:00:00+00:00,0.4050608553210238,1.4664413758645456,0.779832595467044,0.7114113593885718
2023-02-09 00:00:00+00:00,0.384548340267783,1.4664413758645456,0.7403414236014043,0.6753850783327554
2023-02-10 00:00:00+00:00,0.3814639638107451,1.4546793767041977,0.7344033101888332,0.6699679652759324
2023-02-11 00:00:00+00:00,0.3855699958562412,1.470337369865599,0.7423083387420671,0.6771794195569548
2023-02-12 00:00:00+00:00,0.38698513883023683,1.470337369865599,0.7395838725195946,0.6746939935434697
2023-02-13 00:00:00+00:00,0.38707223719367584,1.470337369865599,0.7394174151069997,0.6745421408319227
2023-02-14 00:00:00+00:00,0.38707223719367584,1.4987900212327367,0.7537259584100598,0.687595275955114
2023-02-15 00:00:00+00:00,0.3496479620092075,1.4987900212327367,0.7537259584100598,0.7540757732634471
2023-02-16 00:00:00+00:00,0.3380661229381908,1.4987900212327367,0.7537259584100598,0.7290975517314144
